sentiment,text
POSITIVE,"On my way back from Cali. Car was giving me trouble. Brakes won't work, engine rattling.So called and Son was able to help me get my car in immediately."
POSITIVE,This is a used bookstore run out of the first floor of a house. The books are organized by category but the selection is odd in the way of most
POSITIVE,"Although Jerry never actually worked on my Jag, he did inspect my car and diagnosed an issue without evening having to wrench the car.  He also listened to another"
NEGATIVE,I'm up waiting for laundry so I thought I'd catch up on all of my food adventure reviews. You know in the east valley vicinity there is absolutely NO dim
POSITIVE,"Love the pizza here.  I am in general not a huge fan of pizza and the last time I came, I stood in line for 45 minutes at 3"
NEGATIVE,"If you enjoy waiting for your roast beef to be grass fed and raised in the back while you wait for 15yrs for your food to be ready, then this"
NEGATIVE,My friends and I decided to check out the CSI experience since we are all huge fans of the series. We got the ticket as part of a package deal
POSITIVE,"I am very pleased with their customer service; on the phone, online, and in person- in every way, they care about making sure I have a good experience. My carpets"
NEGATIVE,"UGH so disappointed!!!!  For the price of this place, I definitely expected wayyyyyyyyyyyyyyyy more.  I liked the lounge, so that place I'll probably go to again.  But"
POSITIVE,"Had the Spanish Omelet and coffee here. The omelet was very good, I liked the flavor of the chorizo and the thin egg wrapper. The coffee was also great, bold"
NEGATIVE,"Eh -- no. I stopped here for quick take-out one day while at work. They had no sushi at all (even though it's on the menu), and the menu itself"
NEGATIVE,"Voici l'effet ""Platô"" Mont-Royal dans son illustre grandeur. Au Lawrence, attendez-vous à faire la file tôt le matin pour être reçus par une équipe distante et prétentieuse. Une fois à"
POSITIVE,If you want an out-of-this-world dining experience - this is the place!!! The atmosphere is elegant and comfortable done in style! The service is phenomenal! The food is to die
POSITIVE,"La Bocca - I've got a bit of a love-hate thing going for you. I love your classy, trendy decor - romantic lighting, dark colors, interesting art and wall treatments,"
NEGATIVE,Expensive!!!!That is the only word I have for Ella's.  We ate here on a Saturday for lunch.  It had great ambiance and the kids loved it.  There
POSITIVE,Nice workers with a large(no homo) selection!!!!
POSITIVE,"I really like flying Alaska Air, for a few reasons:1) it's out of Terminal 2, which means a quick walk in/walk out, almost no wait in line, easy bag check-in"
NEGATIVE,Make sure not to sit at the bar and have a guy named Anthony be your bartender/server. The guy is a complete douche and will just argue that you are
NEGATIVE,I was in Angelina's about a week ago and it was the worst dining experience of my life.When I entered the restaurant my girlfriend and I were immediately greeted by
NEGATIVE,Please speak english when customers are present! Don't hide behind your language! There should be a sign on the door to come prepared with GOOGLE TRANSLATE ! It's very rude
POSITIVE,"Mike shows up when he says he will, is thorough, professional, and knows refrigerators! His prices seemed fair and I'm very happy to have a working fridge again!"
NEGATIVE,"I wanted to like this place...really, I did!  After reading reviews and looking at pictures, I had to try it.  The chips and salsa--very good!  The carne"
POSITIVE,I have been going their since 1999. My daughter and I love the food. hope to see them open her real soon. My daughter gets out of school soon and
POSITIVE,Love love loved there food as a new vegetarian they have a healthy vegetarian friendly menu along with other main course dishes. Tried thai tea for the first time and
NEGATIVE,"I had my appendix out last year. Which was nice. I was gutted though, I wanted an awesome scar and instead I got three tiny ones. Overshare? Bloody modern keyhole"
POSITIVE,super busy during lunch. would recommend only going with one other person so you can sit at the bar. their portions are huge and their prices are lower than you
POSITIVE,It's true that Geisha House is not in a good area of town and that its strip mall setting leaves much to be desired as far as hip atmosphere goes....but
NEGATIVE,Seriously go here if you want to see crack heads. Getting called a bi*** for parking next to one that took up two spots. Then seeing a guy leaning on
NEGATIVE,I had two outside valves leaking last year and called Mesa Plumbing in the morning. Two guys showed up early in the afternoon and replaced both in about fifteen minutes.
NEGATIVE,BELOW ARE SOME REASONS TO PATRONIZE THIS PIG STY:If you're a tourist..go thereIf you like bad wine..go thereIf you have no class..go thereIf you like rude service..go thereIf you like
POSITIVE,"*UPDATE*They got a new pastry chef in there that makes the most awesome cupcakes! Oh yeah, do yourself a favor and try the Red Velvet Cupcake.. killer, seriously! The first"
NEGATIVE,"The wife and I joined another couple on a Hoover Dam Tour.  Part of the tour package was lunch at the Miracle Mile Shops upon our return, along with"
POSITIVE,"I was FINALLY able to visit this place for their all-you-can-eat sushi wednesdays.  In addition to other specials like Taco Tuesdays, they offer this special on wednesdays from 11AM-2PM"
NEGATIVE,A friend of mines talked and talked and talked about this place. So we decided to give it a try. We ordered Burnt Ends for appetizers and the Texas Beef
NEGATIVE,I wish I could give them no stars. I live in Utah but I bought their punch card with a bunch of car maintenance things on it.  It never
POSITIVE,I prefer this place for lunch and Postino's for dinner. They are both awesome places and it's a shame to hear about the falling out between the owners. But it
POSITIVE,Me and my wife love sushi Ave its very family friendly with prices that don't rob your wallet..the environment is very calming and enjoyable the food well is AMAZING by
NEGATIVE,"wouldn't ever go again.....service was poor and rude, manager was in your face, we had couples who wanted to share a 26 oz double eagle strip and they denied us"
POSITIVE,"Let me say, I don't understand these negative reviews. I have been a long time fan of this shop. They did the cupcakes for my sweet 16 four years ago,"
POSITIVE,This place is a hole-in-the-wall treasure!!! I was skeptical about coming here because of the location and how the restaurant was decorated.I was pleasantly surprised!The baos are delicious and food
POSITIVE,This place kicks ass. There's a posh little lounge area inside the building with a bar and big screen tvs usually with sports on ala Buffalo Wild Wings. You can
POSITIVE,"The food is quite delicious,  but I wouldn't go back if I had a big appetite.  It's a very small portion, which left me still very hungry. "
NEGATIVE,I have never been a fan of JCPenney.  I went to the store after I was unable to talk to a representative from the store. Believe me I made
